type1,cost1,size1,space1,station1,price1
regcar,6,2,1,0.1,4.0899555
regcar,2,3,1,0.1,1.3795612
regcar,2,3,1,0,3.0674666
regcar,8,2,0.7,0.7,3.3230888
truck,1,3,1,0,0.84692772
stwagon,1,0,0.7,0,3.5346277
sportuv,8,2,0.7,0,2.5247341
regcar,1,2,0.7,0,4.1386835
van,4,3,0.7,0.1,6.102427
regcar,8,2,1,0,5.9556216
sportuv,8,2,1,0.3,6.3459814
regcar,2,2,0.7,0,3.7871011
regcar,8,3,0.7,0,3.5787111
regcar,8,2,1,0,6.8978058
regcar,4,3,1,0,3.5787111
regcar,1,3,1,0,4.1386835
regcar,4,2,1,0,4.9198965
sportuv,2,2,1,0,5.2932982
sportcar,8,1,0.7,0,4.5107845
regcar,1,3,1,0,6.9482252
regcar,6,2,1,0.1,4.4145957
regcar,8,3,0.7,0.7,2.9936324
regcar,2,3,0.7,0.3,4.0395745
regcar,1,2,1,0,4.2490015
regcar,8,1,0.7,0,3.3109468
regcar,1,3,0.7,0,4.4965252
regcar,1,2,1,0,4.3455777
van,8,3,1,0,4.690508
regcar,8,3,0.7,0,3.8541644
regcar,8,2,0.7,0,2.9936324
regcar,1,0,0.7,0,5.4600663
truck,2,3,0.7,0,3.8627713
regcar,2,3,0.7,0,4.4965252
sportcar,1,1,1,0,4.7969948
regcar,1,2,0.7,0,5.4600663
regcar,8,1,1,0,0.96354111
regcar,8,2,1,0,3.8541644
stwagon,1,3,0.7,0,5.0815663
regcar,4,2,1,0,2.2482626
regcar,6,2,1,0.7,4.8568222
regcar,6,3,0.7,0.3,3.2821543
regcar,6,0,1,0.1,5.1388859
regcar,6,0,1,0.1,7.9408288
regcar,4,3,0.7,0.7,3.2821543
regcar,2,1,1,0,1.9270822
regcar,2,3,0.7,0.3,7.444527
regcar,2,3,1,0.1,11.414941
regcar,2,2,0.7,0,7.1562131
regcar,4,1,0.7,0,3.323736
regcar,2,3,0.7,0.3,5.7941569
regcar,2,3,0.7,0,5.3671598
sportuv,8,3,1,0.3,3.0863263
regcar,4,3,0.7,0.7,3.5781065
regcar,8,1,0.7,0,1.9852072
regcar,8,2,1,0.3,3.2118037
regcar,8,3,0.7,0.7,2.8118444
stwagon,1,3,0.7,0,4.2920479
truck,1,3,1,0,1.0098936
regcar,8,3,1,0.3,2.5562222
regcar,4,3,0.7,0,4.690508
sportcar,8,2,0.7,0.7,4.690508
sportcar,8,1,0.7,0,3.5329841
regcar,1,3,1,0,4.1386835
regcar,4,2,1,0,4.3455777
regcar,4,3,1,0,4.8568222
regcar,8,2,1,0,4.9198965
regcar,1,2,0.7,0,7.7083289
regcar,6,2,0.7,0.3,4.1386835
regcar,4,3,0.7,0,3.0296809
sportuv,8,1,1,0.3,4.6962648
stwagon,8,2,0.7,0,1.5148404
van,2,2,0.7,0,5.2230137
van,1,2,0.7,0,4.7969948
regcar,4,3,1,0,4.4965252
regcar,4,1,0.7,0,1.3795612
regcar,1,3,1,0,3.8627713
regcar,1,3,0.7,0,4.6581025
stwagon,1,3,0.7,0,4.9198965
van,1,3,0.7,0,4.690508
regcar,8,2,0.7,0,4.6581025
regcar,4,3,1,0,4.1386835
van,8,2,1,0.3,3.3544749
regcar,6,2,1,0.3,5.3019416
truck,8,3,1,0,2.2072979
regcar,8,2,0.7,0,5.3671598
stwagon,2,3,1,0,4.6581025
regcar,8,3,0.7,0,5.4600663
regcar,8,3,1,0.3,4.0899555
van,8,3,1,0.3,2.5944814
regcar,2,3,1,0,2.2072979
stwagon,8,2,0.7,0,3.5787111
regcar,8,1,0.7,0,1.5654216
regcar,6,3,0.7,0.3,1.7370563
van,4,3,0.7,0,5.2230137
sportcar,4,1,1,0,4.8177056
regcar,2,2,0.7,0,5.2230137
regcar,2,2,1,0,3.0674666
sportuv,1,2,1,0,5.2230137
regcar,4,1,1,0,0.96354111
regcar,2,3,1,0,3.0674666
regcar,8,3,1,0.3,5.2423324
regcar,4,2,0.7,0,9.4297342
regcar,2,3,0.7,0.3,2.2333581
truck,4,3,1,0,3.2118037
regcar,2,2,1,0,3.7871011
stwagon,1,3,0.7,0,0.71222914
truck,1,3,0.7,0,4.0359651
sportuv,8,2,1,0.3,6.3459814
regcar,2,3,1,0,4.690508
sportuv,8,3,1,0,8.0791491
regcar,2,3,0.7,0.3,3.2118037
regcar,4,3,1,0,4.4965252
sportuv,6,2,1,0.1,4.985604
regcar,1,3,1,0,1.2847215
regcar,6,3,1,0.1,5.4593198
regcar,8,3,1,0,3.2118037
truck,4,1,1,0.3,2.2482626
regcar,8,3,0.7,0,3.8627713
regcar,2,2,1,0,3.8541644
regcar,4,3,0.7,0,4.2920479
sportcar,1,0,0.7,0,4.690508
sportuv,8,1,0.7,0,3.1308432
regcar,2,3,1,0,2.6835799
regcar,4,1,0.7,0,3.0350346
regcar,2,0,0.7,0,3.1759789
regcar,2,0,0.7,0.3,1.9313856
regcar,8,3,1,0,2.7591223
truck,4,3,1,0,1.8992777
regcar,8,3,1,0,4.4965252
regcar,8,2,0.7,0.7,11.414941
regcar,4,3,1,0,4.8568222
van,8,2,1,0,1.6059019
regcar,4,2,0.7,0.7,1.7673139
regcar,8,2,1,0,4.690508
regcar,2,2,1,0.1,3.7871011
regcar,8,3,0.7,0,3.5346277
truck,2,2,0.7,0,3.8627713
regcar,2,3,1,0,3.8017382
truck,1,1,1,0,1.6554734
regcar,2,2,1,0,3.0296809
regcar,1,3,1,0,4.2920479
regcar,1,3,0.7,0,3.0674666
regcar,1,3,0.7,0,1.9313856
regcar,1,3,0.7,0,11.241313
regcar,2,2,1,0,0.96354111
regcar,8,0,0.7,0,4.1386835
regcar,4,2,1,0,2.2482626
sportuv,2,3,1,0,2.2072979
truck,2,3,0.7,0,1.0224889
truck,4,3,1,0,4.1386835
sportuv,8,3,1,0.3,1.4244583
regcar,2,3,0.7,0,4.1386835
regcar,8,3,0.7,0,5.6236888
regcar,2,1,1,0,3.0674666
regcar,4,3,1,0.3,1.6059019
regcar,6,3,1,0.1,4.0359651
regcar,4,2,1,0,5.5881138
van,4,3,1,0,6.9482252
regcar,8,3,1,0.3,2.8118444
regcar,8,2,1,0,2.9778108
regcar,2,1,1,0,2.0197873
regcar,2,3,1,0,6.6218936
van,4,3,0.7,0,4.0359651
regcar,8,2,1,0,1.9270822
regcar,1,3,0.7,0,3.3109468
regcar,4,3,0.7,0.7,4.1386835
regcar,1,2,1,0,6.9482252
regcar,8,3,1,0.3,4.1753448
truck,4,2,1,0,3.8627713
regcar,6,2,1,0.1,3.2821543
regcar,4,2,1,0,3.5787111
regcar,2,2,0.7,0,4.2920479
stwagon,1,3,0.7,0,4.2920479
regcar,8,2,1,0,3.3109468
stwagon,2,3,1,0,2.7772075
regcar,4,3,1,0,6.2616864
sportuv,4,2,0.7,0.7,6.7447878
regcar,8,1,1,0,3.0296809
regcar,1,3,1,0,4.2490015
regcar,4,2,0.7,0.7,7.444527
van,8,2,1,0,11.911243
regcar,8,2,0.7,0,4.1386835
regcar,1,2,0.7,0,0.96354111
regcar,1,3,0.7,0,5.5907915
regcar,2,2,0.7,0,3.5994428
truck,1,3,0.7,0,3.8017382
sportuv,8,3,1,0,5.4600663
stwagon,2,2,1,0,2.8489165
van,1,3,1,0,4.690508
sportcar,2,2,1,0,5.2230137
sportuv,4,3,1,0,3.8343333
truck,1,3,1,0,4.1386835
regcar,1,3,1,0,3.3109468
regcar,4,1,0.7,0,3.323736
regcar,1,2,0.7,0,6.9851422
regcar,2,3,1,0,3.2118037
regcar,2,3,0.7,0,2.2482626
truck,1,2,1,0,3.3544749
regcar,8,2,0.7,0,3.0674666
sportcar,8,0,0.7,0,4.690508
van,2,3,1,0,3.5994428
regcar,1,3,0.7,0,1.9313856
regcar,6,3,1,0.7,5.4604234
sportuv,4,1,1,0,4.690508
stwagon,4,2,1,0,8.8365693
regcar,2,2,1,0,5.4593198
regcar,2,3,0.7,0,4.8177056
regcar,1,3,1,0,3.5346277
stwagon,1,3,1,0,5.2423324
regcar,8,2,0.7,0,7.0659681
stwagon,8,3,0.7,0,4.9198965
regcar,4,3,0.7,0.7,5.2423324
regcar,4,2,0.7,0,3.8541644
regcar,4,3,0.7,0,0.8277367
van,8,3,1,0,5.3671598
van,8,3,0.7,0.7,3.5329841
regcar,1,3,0.7,0,4.0359651
truck,6,2,1,0.1,4.8177056
regcar,2,2,0.7,0,1.6059019
truck,4,3,0.7,0.7,3.3230888
regcar,4,1,0.7,0,5.4600663
regcar,1,3,1,0,4.5107845
van,6,3,1,0.1,0.89467777
regcar,4,2,1,0.3,3.5611457
regcar,1,1,1,0,3.8627713
regcar,4,3,1,0.3,3.8343333
sportcar,4,1,0.7,0,8.0791491
regcar,2,2,0.7,0.3,4.1753448
regcar,4,1,1,0,1.0586596
regcar,4,3,0.7,0.1,4.0899555
regcar,2,3,0.7,0.3,2.3290512
regcar,4,3,0.7,0,5.4600663
sportuv,4,3,0.7,0,4.0359651
regcar,4,2,0.7,0,4.690508
regcar,4,1,1,0,2.3740971
truck,8,2,1,0,4.9893873
sportuv,4,2,0.7,0.1,3.7871011
regcar,2,2,1,0.7,4.8177056
sportcar,1,1,0.7,0,5.4600663
van,4,3,1,0,4.2490015
van,1,3,1,0,3.8541644
regcar,4,3,1,0,5.4600663
regcar,4,2,0.7,0,3.0674666
regcar,2,2,0.7,0.3,6.3459814
regcar,6,2,0.7,0.3,4.0359651
regcar,1,2,0.7,0,5.4600663
regcar,4,2,0.7,0,2.964247
regcar,4,2,0.7,0,4.3455777
regcar,4,3,1,0,2.9936324
regcar,2,2,0.7,0,4.0359651
regcar,8,2,0.7,0,2.4599482
regcar,8,2,1,0.3,2.6115068
regcar,2,3,1,0,4.690508
truck,2,2,0.7,0,6.0700691
regcar,1,3,0.7,0,6.1349332
regcar,2,3,0.7,0,6.0593618
regcar,4,3,1,0,1.2847215
regcar,1,2,0.7,0,7.444527
van,4,2,0.7,0,1.2847215
regcar,2,2,1,0,4.690508
regcar,8,3,1,0.3,3.5329841
truck,1,3,1,0,4.2920479
sportcar,4,0,1,0.3,5.2423324
truck,1,3,0.7,0,4.1386835
regcar,1,2,1,0,3.9704144
regcar,8,2,0.7,0,3.7871011
regcar,4,3,0.7,0.7,5.1388859
regcar,1,3,0.7,0,4.2920479
regcar,8,3,0.7,0,3.8343333
regcar,2,3,1,0,2.8489165
regcar,2,2,1,0.1,2.9778108
truck,8,1,1,0.3,2.2722607
regcar,4,3,1,0,5.3671598
regcar,2,2,1,0,3.8017382
regcar,2,3,1,0,7.7083289
regcar,4,2,0.7,0,4.2920479
regcar,6,3,1,0.1,5.3019416
van,4,3,1,0.3,2.7772075
regcar,8,3,0.7,0,6.0593618
regcar,1,2,1,0,3.5611457
van,8,3,0.7,0,4.5107845
van,8,3,1,0.3,5.2423324
sportcar,1,0,0.7,0,6.6474719
regcar,8,3,0.7,0,3.5611457
sportcar,6,2,0.7,0.3,6.102427
regcar,1,2,1,0,0.96354111
regcar,2,3,1,0,4.4965252
truck,2,3,1,0,5.6978331
stwagon,4,3,0.7,0,1.5148404
regcar,4,3,1,0.3,0.88365693
regcar,8,3,1,0,4.3455777
regcar,2,3,0.7,0,6.7754218
regcar,1,2,0.7,0,3.3927834
regcar,4,3,1,0,4.5107845
regcar,1,2,1,0,4.3455777
sportuv,4,2,1,0.3,3.5994428
regcar,1,3,1,0,8.0791491
sportcar,8,2,0.7,0,5.928494
regcar,4,0,1,0,2.8489165
sportcar,8,0,1,0,2.8118444
regcar,6,3,1,0.7,2.4599482
regcar,4,3,1,0,3.7919343
sportuv,1,3,0.7,0,0.94963885
regcar,2,3,1,0.7,2.1953304
regcar,8,3,1,0.3,1.4453117
van,2,3,1,0,4.690508
van,2,3,1,0,3.3109468
truck,2,1,1,0,4.3455777
regcar,2,2,0.7,0,6.9482252
regcar,2,3,0.7,0,12.407545
regcar,1,3,1,0,6.9482252
truck,4,2,0.7,0,4.3455777
regcar,1,2,0.7,0,3.8343333
regcar,8,2,1,0,3.8627713
regcar,8,1,1,0,2.8118444
regcar,8,2,1,0,3.5994428
regcar,2,3,1,0.1,5.1435281
van,4,3,0.7,0.7,5.8068884
regcar,4,1,1,0,4.690508
van,4,3,0.7,0,3.8017382
regcar,2,2,1,0,3.0296809
regcar,1,2,0.7,0,4.1386835
regcar,2,1,1,0.1,5.2932982
regcar,4,2,0.7,0,7.4106175
regcar,4,3,0.7,0.7,2.7525151
van,4,2,1,0,5.2423324
regcar,4,1,0.7,0,2.7591223
regcar,2,2,1,0.1,3.586859
regcar,8,2,0.7,0,5.554415
regcar,8,2,1,0,3.3927834
regcar,2,2,1,0,5.554415
sportcar,4,0,0.7,0.7,2.3290512
van,4,3,0.7,0,4.2490015
regcar,8,3,1,0,4.690508
van,4,2,1,0,2.2363166
regcar,2,2,0.7,0.3,4.4145957
regcar,2,3,0.7,0,4.4965252
regcar,1,3,0.7,0,8.8365693
regcar,6,2,1,0.1,3.3544749
sportcar,4,1,1,0,6.102427
regcar,4,3,0.7,0.1,7.4106175
regcar,4,3,0.7,0.7,6.3459814
regcar,4,2,1,0,4.690508
regcar,4,3,1,0,3.3927834
regcar,4,3,1,0,4.7969948
regcar,2,3,0.7,0,3.8627713
truck,2,2,1,0.7,4.2920479
sportuv,4,2,1,0,4.9198965
regcar,8,2,1,0,3.5787111
regcar,8,0,0.7,0.1,1.1241313
regcar,6,3,0.7,0.3,1.7673139
regcar,4,1,0.7,0,3.8541644
regcar,2,2,1,0,1.3970284
regcar,4,2,1,0,4.690508
regcar,8,3,0.7,0,5.2932982
regcar,4,3,1,0.3,2.1953304
regcar,8,3,0.7,0,4.0229067
regcar,6,3,0.7,0.3,3.1759789
regcar,4,2,0.7,0,2.3949059
regcar,2,3,0.7,0,1.0224889
regcar,1,3,0.7,0,5.4600663
regcar,2,3,1,0.7,4.5107845
sportcar,1,2,1,0,5.0815663
regcar,4,3,0.7,0,1.6554734
stwagon,1,2,0.7,0,3.0296809
truck,4,3,0.7,0,3.3109468
regcar,2,3,1,0.1,3.8343333
regcar,2,2,1,0,3.3109468
regcar,4,2,0.7,0,0.8277367
regcar,4,3,0.7,0,4.8177056
regcar,4,3,0.7,0,3.5329841
sportcar,8,1,0.7,0,4.4965252
regcar,6,2,1,0.1,4.1386835
regcar,8,3,0.7,0,3.5346277
regcar,8,1,1,0,3.7871011
regcar,1,3,0.7,0,8.9467777
sportuv,8,1,0.7,0,3.5611457
regcar,1,3,0.7,0,4.2490015
van,8,3,0.7,0,4.7969948
regcar,1,2,1,0,4.2490015
sportuv,4,2,1,0,4.690508
truck,4,3,0.7,0,5.3671598
van,4,3,0.7,0.7,4.1910853
regcar,4,3,0.7,0,5.3671598
truck,4,1,1,0,4.963018
regcar,2,3,1,0,2.569443
regcar,1,1,0.7,0,1.9270822
regcar,6,3,0.7,0.3,4.690508
regcar,6,2,1,0.1,5.4604234
regcar,4,3,0.7,0,6.9851422
regcar,2,3,1,0,3.323736
regcar,2,0,1,0,3.1759789
regcar,4,3,0.7,0,3.5994428
regcar,6,1,0.7,0.3,2.2722607
regcar,4,2,0.7,0.1,4.0359651
regcar,1,2,0.7,0,5.554415
regcar,4,1,1,0,7.444527
sportcar,8,2,1,0,7.5971108
stwagon,1,2,0.7,0,1.9270822
regcar,8,3,1,0,0.96354111
regcar,8,2,1,0,6.0593618
regcar,1,3,0.7,0,4.1386835
regcar,2,2,0.7,0,1.9313856
stwagon,4,2,1,0,6.2616864
truck,4,2,0.7,0.7,5.3019416
regcar,8,3,0.7,0,3.0674666
regcar,8,2,0.7,0,6.9482252
regcar,1,2,1,0,3.8541644
van,4,3,1,0.3,5.1388859
regcar,4,3,1,0,7.1562131
regcar,2,2,0.7,0,4.9198965
regcar,4,2,1,0,3.8541644
regcar,2,1,0.7,0.3,3.586859
regcar,2,3,0.7,0,3.8017382
regcar,4,3,0.7,0.7,5.1388859
regcar,8,3,0.7,0,3.8343333
regcar,8,2,1,0,3.7871011
van,1,2,0.7,0,6.102427
regcar,4,3,0.7,0,5.4600663
regcar,6,3,0.7,0.3,4.2490015
regcar,2,1,0.7,0.3,4.8568222
regcar,4,3,1,0,0.76686666
regcar,2,3,1,0.1,3.3230888
regcar,2,2,1,0,6.3905555
regcar,2,2,1,0,3.0674666
sportcar,2,2,0.7,0,3.8017382
sportcar,6,1,0.7,0.3,6.3905555
sportcar,1,2,0.7,0,5.3671598
van,8,3,0.7,0,1.3795612
regcar,4,3,1,0,2.5247341
van,2,3,1,0,3.1759789
regcar,2,0,0.7,0,3.323736
regcar,8,2,0.7,0,3.3109468
regcar,1,1,0.7,0,3.323736
sportcar,6,2,1,0.1,2.8118444
regcar,4,3,1,0,1.661868
stwagon,4,2,1,0,4.9198965
truck,2,1,0.7,0,3.5346277
regcar,6,3,0.7,0.3,5.1388859
regcar,6,3,0.7,0.3,5.879311
regcar,8,2,0.7,0,1.0586596
regcar,2,3,1,0,6.6218936
regcar,6,3,0.7,0.3,5.8068884
regcar,4,1,1,0,6.0700691
sportuv,4,2,0.7,0,4.2920479
sportuv,8,2,0.7,0,4.0229067
regcar,8,2,1,0,2.8489165
regcar,4,3,0.7,0.7,1.1870486
regcar,6,3,1,0.1,4.2920479
regcar,2,3,0.7,0,6.0593618
stwagon,2,3,1,0,0.75742022
regcar,2,2,1,0,3.0674666
sportuv,1,3,1,0,4.2920479
regcar,6,2,1,0.1,3.7919343
regcar,1,2,0.7,0,0.94963885
van,6,3,1,0.1,4.690508
truck,4,2,1,0,2.9936324
regcar,4,1,1,0,4.2490015
regcar,2,3,1,0.1,7.444527
regcar,4,3,0.7,0,6.9851422
stwagon,8,2,1,0.3,1.4453117
van,8,3,0.7,0,6.6218936
van,6,3,0.7,0.3,6.3459814
van,8,2,0.7,0,3.8541644
van,4,3,1,0,4.8177056
regcar,4,3,0.7,0,1.661868
regcar,8,1,1,0.3,4.1386835
regcar,6,3,1,0.1,3.5611457
regcar,8,3,1,0,5.9556216
regcar,4,2,0.7,0,5.0815663
truck,8,3,1,0.3,2.9072116
sportuv,2,2,0.7,0.3,4.7969948
regcar,1,3,1,0,3.1308432
regcar,4,3,1,0,6.0700691
van,2,3,0.7,0,3.7871011
regcar,4,2,0.7,0,4.0359651
regcar,4,3,1,0,5.2230137
regcar,2,3,0.7,0,0.75742022
regcar,2,2,1,0,3.3544749
regcar,1,3,1,0,3.8017382
regcar,8,2,0.7,0,5.3671598
regcar,2,3,0.7,0,3.323736
regcar,8,2,1,0.3,7.444527
regcar,6,2,1,0.1,4.0899555
regcar,8,2,1,0,3.3927834
regcar,8,1,0.7,0,4.4965252
regcar,2,2,0.7,0.3,1.262367
regcar,4,3,0.7,0.1,4.0395745
regcar,1,3,1,0,1.4889054
van,2,3,0.7,0,8.0791491
regcar,4,3,0.7,0,1.4889054
regcar,1,2,0.7,0,4.690508
regcar,2,2,1,0,1.4889054
regcar,1,3,1,0,3.8627713
regcar,8,1,1,0,3.5346277
regcar,2,2,1,0,3.3109468
regcar,2,2,0.7,0,4.0359651
regcar,4,3,1,0,4.8177056
regcar,8,2,1,0,6.6218936
regcar,8,3,0.7,0,1.2847215
regcar,1,2,0.7,0,4.4965252
van,6,3,0.7,0.3,6.4519234
van,8,3,0.7,0,7.0659681
regcar,1,2,0.7,0,4.8177056
regcar,2,2,1,0.7,0.96354111
regcar,4,3,1,0.3,4.7969948
sportuv,6,3,1,0.1,4.0359651
sportcar,1,2,1,0,5.5881138
sportcar,6,1,1,0.7,3.0350346
regcar,2,3,0.7,0,3.8627713
sportuv,8,3,1,0.3,7.4106175
truck,1,3,0.7,0,3.5611457
regcar,8,1,1,0,3.1308432
regcar,1,2,1,0,6.9482252
van,1,3,1,0,5.6236888
regcar,4,3,0.7,0,5.554415
regcar,2,3,1,0,4.0359651
regcar,8,3,0.7,0,4.5107845
regcar,6,3,0.7,0.3,2.8906233
regcar,6,1,1,0.7,3.8017382
truck,1,2,0.7,0,3.4741126
sportcar,8,0,0.7,0.7,8.9467777
regcar,8,3,1,0.3,4.0395745
sportuv,4,3,0.7,0,5.4600663
regcar,8,2,1,0,7.1562131
regcar,1,1,0.7,0,1.9852072
stwagon,4,3,0.7,0,4.5107845
truck,1,2,0.7,0,4.3455777
truck,2,3,0.7,0,1.7673139
regcar,2,2,1,0.7,4.0899555
regcar,8,3,0.7,0,2.569443
truck,2,3,0.7,0,4.2490015
regcar,8,2,0.7,0,0.76686666
van,6,3,0.7,0.3,4.963018
sportcar,4,0,1,0.3,3.2821543
van,6,2,0.7,0.3,8.0791491
regcar,2,1,0.7,0,3.5787111
regcar,4,3,1,0,2.5247341
regcar,4,2,0.7,0,1.6554734
regcar,2,1,1,0.1,1.5148404
regcar,4,2,0.7,0,3.0350346
regcar,8,3,1,0,4.8177056
regcar,4,2,1,0.3,5.4600663
regcar,6,3,1,0.1,3.1759789
regcar,1,1,0.7,0,1.9313856
stwagon,8,3,0.7,0,6.6218936
van,1,3,0.7,0,6.1349332
regcar,8,2,1,0,1.5654216
regcar,2,2,1,0,1.262367
regcar,6,2,1,0.1,5.4604234
sportcar,4,0,0.7,0,1.5148404
regcar,8,3,0.7,0,3.0674666
regcar,8,3,0.7,0,4.7969948
regcar,2,3,0.7,0,8.0791491
truck,6,3,0.7,0.3,5.2423324
regcar,4,3,1,0,3.3109468
van,1,2,1,0,6.0593618
regcar,6,1,1,0.1,5.1388859
regcar,4,3,1,0,3.5611457
regcar,6,3,1,0,3.7871011
regcar,1,2,1,0,4.2490015
regcar,2,3,1,0,5.3671598
van,4,3,1,0,5.2230137
truck,4,3,0.7,0,5.6236888
regcar,4,2,1,0,4.4965252
truck,1,2,1,0,4.690508
regcar,8,3,1,0,6.7754218
sportcar,1,2,0.7,0,6.0593618
van,8,2,1,0.3,5.3019416
sportuv,4,2,0.7,0.7,4.7969948
sportuv,8,1,0.7,0,7.0659681
regcar,2,2,0.7,0.3,5.2423324
truck,4,2,1,0.3,4.8568222
regcar,8,2,0.7,0.7,4.0395745
regcar,8,3,0.7,0,5.6236888
truck,2,2,1,0,0.8277367
regcar,8,3,1,0,5.4600663
regcar,8,3,0.7,0.7,3.586859
sportcar,1,1,1,0,4.2920479
regcar,4,3,0.7,0,3.3109468
regcar,8,3,0.7,0,5.554415
regcar,1,2,0.7,0,5.3671598
regcar,1,2,0.7,0,5.6978331
regcar,8,2,0.7,0,4.0229067
regcar,6,3,0.7,0.3,4.5107845
regcar,8,3,0.7,0.7,4.2920479
truck,8,1,1,0,1.9270822
sportuv,1,3,0.7,0,4.690508
van,1,3,1,0,5.2423324
truck,6,3,0.7,0.3,5.4593198
regcar,8,2,1,0,0.71222914
regcar,4,3,1,0,2.7591223
regcar,1,3,0.7,0,6.0593618
regcar,8,3,1,0.3,0.96354111
regcar,8,1,1,0,4.690508
regcar,8,2,1,0.3,7.444527
regcar,1,2,0.7,0,5.6978331
regcar,2,2,1,0.1,2.8118444
regcar,1,2,0.7,0,9.4297342
regcar,1,2,0.7,0,3.5346277
regcar,2,2,1,0,4.7898118
regcar,6,2,1,0.1,5.1388859
regcar,1,3,1,0,6.3864157
regcar,8,2,0.7,0,4.2920479
stwagon,8,2,0.7,0,4.8177056
regcar,4,2,1,0,6.0593618
regcar,2,3,1,0,3.3109468
regcar,8,1,1,0,4.690508
regcar,4,3,1,0,4.2920479
van,2,3,1,0,4.690508
van,8,2,1,0,2.7591223
stwagon,1,2,0.7,0,3.3109468
regcar,6,2,1,0.7,4.690508
regcar,1,3,1,0,8.8291915
regcar,1,2,0.7,0,7.0659681
regcar,4,3,0.7,0.7,4.0395745
regcar,8,3,0.7,0,4.0229067
truck,1,2,0.7,0,2.8489165
regcar,4,3,0.7,0,3.0674666
regcar,4,3,1,0,5.2423324
truck,1,3,0.7,0,9.6569282
regcar,1,2,1,0,6.1349332
regcar,8,3,1,0,7.1562131
regcar,1,3,1,0,4.4965252
regcar,4,3,0.7,0.7,3.7871011
regcar,1,1,0.7,0,2.5407832
regcar,1,3,0.7,0,5.4600663
sportcar,8,1,0.7,0,4.4965252
truck,8,3,0.7,0.7,1.4453117
regcar,1,2,0.7,0,5.4600663
regcar,4,3,0.7,0.7,3.3230888
sportcar,2,1,0.7,0,3.5346277
truck,4,1,0.7,0,3.9704144
regcar,1,3,1,0,7.444527
regcar,8,3,1,0,5.4600663
regcar,6,2,1,0.1,3.4741126
truck,1,3,1,0,6.0700691
regcar,4,1,0.7,0,1.9852072
truck,4,3,1,0,1.2847215
truck,2,3,0.7,0,6.9482252
regcar,4,2,1,0,8.4371306
van,1,2,0.7,0,6.102427
van,8,2,1,0,4.2920479
truck,8,2,1,0,3.8541644
regcar,4,2,0.7,0.7,3.0350346
regcar,2,3,1,0,3.8627713
regcar,4,3,1,0,6.3118352
truck,4,2,1,0.3,4.1753448
regcar,1,3,1,0,5.2423324
regcar,4,3,0.7,0,4.1386835
regcar,8,3,0.7,0.7,1.4889054
regcar,8,3,0.7,0,0.96354111
regcar,8,2,1,0,1.4889054
truck,2,2,0.7,0,2.481509
van,1,3,0.7,0,4.1386835
truck,1,3,1,0,1.9852072
van,2,2,1,0.1,3.5329841
truck,4,3,0.7,0,7.7083289
truck,1,2,1,0,3.8627713
truck,2,3,1,0,5.4600663
truck,6,3,1,0.1,4.690508
regcar,8,3,1,0.3,7.444527
regcar,6,2,1,0.1,4.1753448
sportcar,2,2,1,0.1,3.1932079
regcar,4,3,0.7,0.7,3.5611457
regcar,2,3,0.7,0,3.8627713
regcar,4,2,1,0,3.8541644
regcar,2,3,1,0.1,3.2821543
sportcar,2,0,0.7,0,3.8343333
van,2,3,1,0.7,7.3871485
regcar,1,0,0.7,0,3.8541644
regcar,4,3,0.7,0.7,3.1759789
regcar,2,3,0.7,0,2.7591223
regcar,2,3,0.7,0.3,4.3455777
truck,2,3,1,0.1,3.586859
regcar,6,3,0.7,0.3,4.7969948
regcar,4,2,0.7,0,4.4965252
regcar,4,3,0.7,0,4.2920479
regcar,4,3,0.7,0.7,9.6569282
sportcar,1,1,1,0,8.4371306
stwagon,8,3,0.7,0.7,3.586859
van,4,3,1,0,1.262367
sportuv,8,3,1,0,3.7919343
sportcar,2,2,1,0,1.7673139
regcar,1,2,0.7,0,3.0350346
regcar,1,3,1,0,3.1308432
van,4,2,1,0,3.8627713
regcar,4,3,1,0.3,4.4667162
van,4,3,1,0,4.690508
regcar,2,3,1,0,6.9482252
regcar,8,2,1,0,3.0674666
sportcar,2,1,0.7,0,1.9313856
regcar,4,3,1,0,7.444527
regcar,4,2,1,0,4.1386835
regcar,6,2,0.7,0,3.0296809
regcar,4,2,1,0,6.7754218
regcar,8,3,1,0.3,4.4145957
van,4,3,0.7,0,4.7898118
regcar,4,2,1,0,2.7772075
regcar,6,3,0.7,0.3,2.7772075
regcar,2,2,1,0,1.5654216
regcar,1,3,0.7,0,5.6978331
van,1,3,0.7,0,4.5107845
van,2,3,0.7,0.3,1.1870486
regcar,2,3,0.7,0,4.2920479
truck,1,1,1,0,4.7969948
regcar,1,3,0.7,0,6.8978058
regcar,6,2,0.7,0.3,3.2118037
truck,1,3,0.7,0,2.569443
regcar,2,2,0.7,0,4.2920479
regcar,6,2,1,0.1,2.7591223
regcar,1,3,0.7,0,3.5611457
van,8,2,1,0,3.7871011
regcar,2,2,0.7,0,3.5346277
regcar,8,3,0.7,0,3.5346277
regcar,2,3,0.7,0.3,4.0395745
van,6,3,1,0.7,5.3019416
regcar,2,3,0.7,0,1.8992777
regcar,2,2,0.7,0,4.4965252
regcar,2,3,0.7,0,3.7919343
stwagon,2,3,0.7,0.3,5.8068884
regcar,4,3,1,0,5.9556216
regcar,2,3,1,0,4.3455777
regcar,8,3,0.7,0,3.5787111
regcar,4,2,1,0,3.0350346
